Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.1.2-37056-10.0.2.4-5201-6-1777727227240,10.0.1.2,37056,10.0.2.4,5201,6,1777727227.2408419,0.009225130081176758,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,24064.70131548342,325.1986664254516,0.004612565040588379,0.0008698701858520508,0.00548243522644043,0.003742694854736328,0.009225130081176758,0.004612565040588379,0.0008698701858520508,0.00548243522644043,0.003742694854736328,0.0,0.0,0.0,0.0,0.0,0,0,0,0,222,0,325.1986664254516,0.0,74,74,74,0.0,0,0,3,0,0,0,0,0,0,0.0,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,222,0,0,0,0,0,74,0.009225130081176758,0.0,0.009225130081176758,0.009225130081176758,0.0,0.0,0.0,0.0,benign
10.0.3.5-59492-10.0.2.4-5201-6-1777727232255,10.0.3.5,59492,10.0.2.4,5201,6,1777727232.2554588,0.02187824249267578,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,10147.067346671898,137.1225317117824,0.01093912124633789,0.001110076904296875,0.012049198150634766,0.009829044342041016,0.02187824249267578,0.01093912124633789,0.001110076904296875,0.012049198150634766,0.009829044342041016,0.0,0.0,0.0,0.0,0.0,0,0,0,0,222,0,137.1225317117824,0.0,74,74,74,0.0,0,0,3,0,0,0,0,0,0,0.0,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,222,0,0,0,0,0,74,0.02187824249267578,0.0,0.02187824249267578,0.02187824249267578,0.0,0.0,0.0,0.0,benign
10.0.3.6-51839-10.0.3.5-5353-17-1777727305186,10.0.3.6,51839,10.0.3.5,5353,17,1777727305.1864007,1e-06,1,0,65,0,65,65,65,0.0,0.0,0.0,0.0,0.0,65000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42,0,1000000.0,0.0,65,65,65,0.0,0.0,0,0,0,0,0,0,0,0,0.0,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,65,0,0,0,0,1,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
10.0.1.1-45198-10.0.3.5-5353-17-1777727305196,10.0.1.1,45198,10.0.3.5,5353,17,1777727305.1960313,1e-06,1,0,65,0,65,65,65,0.0,0.0,0.0,0.0,0.0,65000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42,0,1000000.0,0.0,65,65,65,0.0,0.0,0,0,0,0,0,0,0,0,0.0,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,65,0,0,0,0,1,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
10.0.1.2-38039-10.0.3.5-5353-17-1777727305196,10.0.1.2,38039,10.0.3.5,5353,17,1777727305.1966474,1e-06,1,0,65,0,65,65,65,0.0,0.0,0.0,0.0,0.0,65000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42,0,1000000.0,0.0,65,65,65,0.0,0.0,0,0,0,0,0,0,0,0,0.0,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,65,0,0,0,0,1,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
10.0.3.5-0-10.0.3.6-0-1-1777727305206,10.0.3.5,0,10.0.3.6,0,1,1777727305.2060559,1e-06,1,0,93,0,93,93,93,0.0,0.0,0.0,0.0,0.0,93000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,34,0,1000000.0,0.0,93,93,93,0.0,0.0,0,0,0,0,0,0,0,0,0.0,93,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,93,0,0,0,0,1,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benign
10.0.1.1-45198-10.0.3.5-5353-17-1777727305213,10.0.1.1,45198,10.0.3.5,5353,17,1777727305.2131827,0.014872312545776367,2,0,130,0,65,65,65,0.0,0.0,0.0,0.0,0.0,8741.075041279917,134.4780775581526,0.014872312545776367,0.0,0.014872312545776367,0.014872312545776367,0.014872312545776367,0.014872312545776367,0.0,0.014872312545776367,0.014872312545776367,0.0,0.0,0.0,0.0,0.0,0,0,0,0,84,0,134.4780775581526,0.0,65,65,65,0.0,0,0,0,0,0,0,0,0,0,0.0,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,130,0,0,0,0,2,65,0.014872312545776367,0.0,0.014872312545776367,0.014872312545776367,0.0,0.0,0.0,0.0,benign
10.0.1.2-38039-10.0.3.5-5353-17-1777727305213,10.0.1.2,38039,10.0.3.5,5353,17,1777727305.213662,0.015037775039672852,2,0,130,0,65,65,65,0.0,0.0,0.0,0.0,0.0,8644.895914258082,132.99839868089356,0.015037775039672852,0.0,0.015037775039672852,0.015037775039672852,0.015037775039672852,0.015037775039672852,0.0,0.015037775039672852,0.015037775039672852,0.0,0.0,0.0,0.0,0.0,0,0,0,0,84,0,132.99839868089356,0.0,65,65,65,0.0,0,0,0,0,0,0,0,0,0,0.0,65,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,130,0,0,0,0,2,65,0.015037775039672852,0.0,0.015037775039672852,0.015037775039672852,0.0,0.0,0.0,0.0,benign
10.0.1.1-0-10.0.2.4-0-1-1777727305233,10.0.1.1,0,10.0.2.4,0,1,1777727305.2337632,0.023797035217285156,3,0,294,0,98,98,98,0.0,0.0,0.0,0.0,0.0,12354.480182743559,126.06612431370978,0.011898517608642578,0.0034456253051757812,0.01534414291381836,0.008452892303466797,0.023797035217285156,0.011898517608642578,0.0034456253051757812,0.01534414291381836,0.008452892303466797,0.0,0.0,0.0,0.0,0.0,0,0,0,0,102,0,126.06612431370978,0.0,98,98,98,0.0,0,0,0,0,0,0,0,0,0,0.0,98,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,294,0,0,0,0,3,98,0.023797035217285156,0.0,0.023797035217285156,0.023797035217285156,0.0,0.0,0.0,0.0,benign
10.0.1.1-42176-10.0.2.4-5201-6-1777727305234,10.0.1.1,42176,10.0.2.4,5201,6,1777727305.2343817,0.023964881896972656,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,9263.554936527518,125.18317481793943,0.011982440948486328,0.0033655166625976562,0.015347957611083984,0.008616924285888672,0.023964881896972656,0.011982440948486328,0.0033655166625976562,0.015347957611083984,0.008616924285888672,0.0,0.0,0.0,0.0,0.0,0,0,0,0,222,0,125.18317481793943,0.0,74,74,74,0.0,0,0,3,0,0,0,0,0,0,0.0,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,222,0,0,0,0,0,74,0.023964881896972656,0.0,0.023964881896972656,0.023964881896972656,0.0,0.0,0.0,0.0,benign
10.0.1.1-52912-10.0.2.3-80-6-1777727305234,10.0.1.1,52912,10.0.2.3,80,6,1777727305.2349327,0.023946523666381836,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,9270.656697099732,125.27914455540179,0.011973261833190918,0.003300309181213379,0.015273571014404297,0.008672952651977539,0.023946523666381836,0.011973261833190918,0.003300309181213379,0.015273571014404297,0.008672952651977539,0.0,0.0,0.0,0.0,0.0,0,0,0,0,222,0,125.27914455540179,0.0,74,74,74,0.0,0,0,3,0,0,0,0,0,0,0.0,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,222,0,0,0,0,0,74,0.023946523666381836,0.0,0.023946523666381836,0.023946523666381836,0.0,0.0,0.0,0.0,benign
10.0.1.2-50476-10.0.2.4-5201-6-1777727305239,10.0.1.2,50476,10.0.2.4,5201,6,1777727305.2399623,0.030293703079223633,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,7328.255625250864,99.03048142230897,0.015146851539611816,0.00398862361907959,0.019135475158691406,0.011158227920532227,0.030293703079223633,0.015146851539611816,0.00398862361907959,0.019135475158691406,0.011158227920532227,0.0,0.0,0.0,0.0,0.0,0,0,0,0,222,0,99.03048142230897,0.0,74,74,74,0.0,0,0,3,0,0,0,0,0,0,0.0,74,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,222,0,0,0,0,0,74,0.030293703079223633,0.0,0.030293703079223633,0.030293703079223633,0.0,0.0,0.0,0.0,benign
