FlowID,SrcIP,SrcPort,DstIP,DstPort,Protocol,StartTime,Fwd_Header_Len,Bwd_Header_Len,Tot_Fwd_Pkts,Tot_Bwd_Pkts,Tot_Fwd_Bytes,Tot_Bwd_Bytes,Fwd_PktLen_Min,Fwd_PktLen_Mean,Fwd_PktLen_Max,Fwd_PktLen_Std,Bwd_PktLen_Min,Bwd_PktLen_Mean,Bwd_PktLen_Max,Bwd_PktLen_Std,PktLen_Min,PktLen_Mean,PktLen_Max,PktLen_Var,PktLen_Std,Flow_Duration_s,Flow_IAT_Min,Flow_IAT_Mean,Flow_IAT_Max,Flow_IAT_Std,Fwd_IAT_Tot,Fwd_IAT_Min,Fwd_IAT_Mean,Fwd_IAT_Max,Fwd_IAT_Std,Bwd_IAT_Tot,Bwd_IAT_Min,Bwd_IAT_Mean,Bwd_IAT_Max,Bwd_IAT_Std,Active_Min,Active_Mean,Active_Max,Active_Std,Idle_Min,Idle_Mean,Idle_Max,Idle_Std,Fwd_PSH,Bwd_PSH,Fwd_URG,Bwd_URG,FIN_Count,SYN_Count,RST_Count,PSH_Count,ACK_Count,URG_Count,CWR_Count,ECE_Count,DownUp_Ratio,Fwd_Seg_Avg,Bwd_Seg_Avg,Fwd_Bulk_Byts_Avg,Fwd_Bulk_Pkts_Avg,Fwd_Bulk_Rate_Avg,Bwd_Bulk_Byts_Avg,Bwd_Bulk_Pkts_Avg,Bwd_Bulk_Rate_Avg,Init_Fwd_Win_Bytes,Init_Bwd_Win_Bytes,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Flow_Bytes_per_s,Flow_Pkts_per_s,Fwd_Pkts_per_s,Bwd_Pkts_per_s,Subflow_Fwd_Pkts_Avg,Subflow_Fwd_Bytes_Avg,Subflow_Bwd_Pkts_Avg,Subflow_Bwd_Bytes_Avg,TTL_Avg,TTL_Min,TTL_Max,Unique_Src_Ports,Unique_Dst_Ports,Packet_Size_Mode,Packet_Size_Median,First_Payload_Bytes,Label
10.0.3.6-55874-10.0.3.5-5353-17-1755693346460,10.0.3.6,55874,10.0.3.5,5353,17,1755693346.4606454,42,0,1,0,46,0,46,46,46,0.0,0.0,0.0,0.0,0.0,46,46,46,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,46,46000000.0,1000000.0,1000000.0,0.0,1,46,0,0,64,64,64,1,1,46,46.0,4,0
10.0.1.1-35704-10.0.3.5-5353-17-1755693346478,10.0.1.1,35704,10.0.3.5,5353,17,1755693346.478986,126,0,3,0,144,0,48,48,48,0.0,0.0,0.0,0.0,0.0,48,48,48,0,0.0,0.017847299575805664,0.008527994155883789,0.008923649787902832,0.009319305419921875,0.00039565563201904297,0.017847299575805664,0.008527994155883789,0.008923649787902832,0.009319305419921875,0.00039565563201904297,0.0,0.0,0.0,0.0,0.0,0.017847299575805664,0.017847299575805664,0.017847299575805664,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,48,8068.447519938015,168.09265666537533,168.09265666537533,0.0,3,144,0,0,64,64,64,1,1,48,48.0,6,0
10.0.3.5-0-10.0.3.6-0-1-1755693346480,10.0.3.5,0,10.0.3.6,0,1,1755693346.480715,34,0,1,0,74,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,74,74000000.0,1000000.0,1000000.0,0.0,1,74,0,0,64,64,64,1,1,74,74.0,40,0
10.0.1.1-42670-10.0.2.3-80-6-1755693346504,10.0.1.1,42670,10.0.2.3,80,6,1755693346.5043354,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.012313604354858398,0.005099773406982422,0.006156802177429199,0.0072138309478759766,0.0010570287704467773,0.012313604354858398,0.005099773406982422,0.006156802177429199,0.0072138309478759766,0.0010570287704467773,0.0,0.0,0.0,0.0,0.0,0.012313604354858398,0.012313604354858398,0.012313604354858398,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,18028.83977772184,243.6329699692141,243.6329699692141,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.1.2-51620-10.0.2.3-80-6-1755693346521,10.0.1.2,51620,10.0.2.3,80,6,1755693346.5218198,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.009653568267822266,0.004289865493774414,0.004826784133911133,0.0053637027740478516,0.0005369186401367188,0.009653568267822266,0.004289865493774414,0.004826784133911133,0.0053637027740478516,0.0005369186401367188,0.0,0.0,0.0,0.0,0.0,0.009653568267822266,0.009653568267822266,0.009653568267822266,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,22996.677895776735,310.7659175104964,310.7659175104964,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.1.2-41370-10.0.3.5-5353-17-1755693346525,10.0.1.2,41370,10.0.3.5,5353,17,1755693346.5257914,126,0,3,0,144,0,48,48,48,0.0,0.0,0.0,0.0,0.0,48,48,48,0,0.0,0.008733510971069336,0.004259347915649414,0.004366755485534668,0.004474163055419922,0.0001074075698852539,0.008733510971069336,0.004259347915649414,0.004366755485534668,0.004474163055419922,0.0001074075698852539,0.0,0.0,0.0,0.0,0.0,0.008733510971069336,0.008733510971069336,0.008733510971069336,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,48,16488.214244765364,343.5044634326117,343.5044634326117,0.0,3,144,0,0,64,64,64,1,1,48,48.0,6,0
0.0.0.0-53-10.0.2.3-80-17-1755693432903,0.0.0.0,53,10.0.2.3,80,17,1755693432.903175,1218,0,29,0,7018,0,242,242,242,0.0,0.0,0.0,0.0,0.0,242,242,242,0,0.0,14.86600375175476,0.0019519329071044922,0.5309287054198129,1.230301856994629,0.402557570139949,14.86600375175476,0.0019519329071044922,0.5309287054198129,1.230301856994629,0.402557570139949,0.0,0.0,0.0,0.0,0.0,0.4109346866607666,1.1426693030766077,2.7876641750335693,0.6982831889368172,1.0813977718353271,1.1445531050364177,1.230301856994629,0.04572601284802024,0,0,0,0,0,0,0,0,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29,242,472.08383081240686,1.9507596314562268,1.9507596314562268,0.0,4.142857142857143,1002.5714285714286,0,0,64,64,64,1,1,242,242.0,200,0
10.0.3.6-33423-10.0.3.5-5353-17-1755693788786,10.0.3.6,33423,10.0.3.5,5353,17,1755693788.786134,42,0,1,0,48,0,48,48,48,0.0,0.0,0.0,0.0,0.0,48,48,48,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,48,48000000.0,1000000.0,1000000.0,0.0,1,48,0,0,64,64,64,1,1,48,48.0,6,0
10.0.3.5-0-10.0.3.6-0-1-1755693788813,10.0.3.5,0,10.0.3.6,0,1,1755693788.813464,34,0,1,0,76,0,76,76,76,0.0,0.0,0.0,0.0,0.0,76,76,76,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,76,76000000.0,1000000.0,1000000.0,0.0,1,76,0,0,64,64,64,1,1,76,76.0,42,0
10.0.1.2-39713-10.0.3.5-5353-17-1755693788834,10.0.1.2,39713,10.0.3.5,5353,17,1755693788.8345683,126,0,3,0,144,0,48,48,48,0.0,0.0,0.0,0.0,0.0,48,48,48,0,0.0,0.027140140533447266,0.009582281112670898,0.013570070266723633,0.017557859420776367,0.003987789154052734,0.027140140533447266,0.009582281112670898,0.013570070266723633,0.017557859420776367,0.003987789154052734,0.0,0.0,0.0,0.0,0.0,0.027140140533447266,0.027140140533447266,0.027140140533447266,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,48,5305.79419154207,110.53737899045979,110.53737899045979,0.0,3,144,0,0,64,64,64,1,1,48,48.0,6,0
10.0.1.1-45897-10.0.3.5-5353-17-1755693788857,10.0.1.1,45897,10.0.3.5,5353,17,1755693788.85761,126,0,3,0,144,0,48,48,48,0.0,0.0,0.0,0.0,0.0,48,48,48,0,0.0,0.022107362747192383,0.010474443435668945,0.011053681373596191,0.011632919311523438,0.0005792379379272461,0.022107362747192383,0.010474443435668945,0.011053681373596191,0.011632919311523438,0.0005792379379272461,0.0,0.0,0.0,0.0,0.0,0.022107362747192383,0.022107362747192383,0.022107362747192383,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,48,6513.66703693718,135.70139660285793,135.70139660285793,0.0,3,144,0,0,64,64,64,1,1,48,48.0,6,0
10.0.1.2-44600-10.0.2.3-80-6-1755693788870,10.0.1.2,44600,10.0.2.3,80,6,1755693788.8708985,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.016642332077026367,0.006236553192138672,0.008321166038513184,0.010405778884887695,0.0020846128463745117,0.016642332077026367,0.006236553192138672,0.008321166038513184,0.010405778884887695,0.0020846128463745117,0.0,0.0,0.0,0.0,0.0,0.016642332077026367,0.016642332077026367,0.016642332077026367,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,13339.476641405097,180.26319785682563,180.26319785682563,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.1.1-57562-10.0.2.3-80-6-1755693788871,10.0.1.1,57562,10.0.2.3,80,6,1755693788.8717942,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.016551971435546875,0.006172895431518555,0.008275985717773438,0.01037907600402832,0.002103090286254883,0.016551971435546875,0.006172895431518555,0.008275985717773438,0.01037907600402832,0.002103090286254883,0.0,0.0,0.0,0.0,0.0,0.016551971435546875,0.016551971435546875,0.016551971435546875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,13412.299608204656,181.24729200276562,181.24729200276562,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.3.6-58482-10.0.2.4-8080-6-1755693788874,10.0.3.6,58482,10.0.2.4,8080,6,1755693788.8741784,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.014977216720581055,0.0055010318756103516,0.007488608360290527,0.009476184844970703,0.0019875764846801758,0.014977216720581055,0.0055010318756103516,0.007488608360290527,0.009476184844970703,0.0019875764846801758,0.0,0.0,0.0,0.0,0.0,0.014977216720581055,0.014977216720581055,0.014977216720581055,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,14822.513698084975,200.30423916331046,200.30423916331046,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
0.0.0.0-53-10.0.2.3-53-17-1755693960107,0.0.0.0,53,10.0.2.3,53,17,1755693960.1075625,126,0,3,0,3726,0,1242,1242,1242,0.0,0.0,0.0,0.0,0.0,1242,1242,1242,0,0.0,0.013203859329223633,0.006558895111083984,0.006601929664611816,0.0066449642181396484,4.303455352783203e-05,0.013203859329223633,0.006558895111083984,0.006601929664611816,0.0066449642181396484,4.303455352783203e-05,0.0,0.0,0.0,0.0,0.0,0.013203859329223633,0.013203859329223633,0.013203859329223633,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1242,0.0,3726,3,227.20629818890956,0.0,0.0,0.0,0,0,3,1242,282190.22235062567,227.20629818890956,227.20629818890956,0.0,3,3726,0,0,64,64,64,1,1,1242,1242.0,1200,2
10.0.3.6-0-10.0.2.3-0-1-1755694063036,10.0.3.6,0,10.0.2.3,0,1,1755694063.036767,896342,0,26363,0,1107246,0,42,42,42,0.0,0.0,0.0,0.0,0.0,42,42,42,0,0.0,27.127128839492798,0.00036072731018066406,0.0010290239298798574,0.0635981559753418,0.002059706254024917,27.127128839492798,0.00036072731018066406,0.0010290239298798574,0.0635981559753418,0.002059706254024917,0.0,0.0,0.0,0.0,0.0,27.127128839492798,27.127128839492798,27.127128839492798,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26363,42,40816.92561536499,971.8315622705951,971.8315622705951,0.0,26363,1107246,0,0,64,64,64,1,1,42,42.0,8,0
10.0.3.6-56207-10.0.3.5-5353-17-1755694579455,10.0.3.6,56207,10.0.3.5,5353,17,1755694579.4551022,42,0,1,0,48,0,48,48,48,0.0,0.0,0.0,0.0,0.0,48,48,48,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,48,48000000.0,1000000.0,1000000.0,0.0,1,48,0,0,64,64,64,1,1,48,48.0,6,0
10.0.3.5-0-10.0.3.6-0-1-1755694579466,10.0.3.5,0,10.0.3.6,0,1,1755694579.4660556,34,0,1,0,76,0,76,76,76,0.0,0.0,0.0,0.0,0.0,76,76,76,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,76,76000000.0,1000000.0,1000000.0,0.0,1,76,0,0,64,64,64,1,1,76,76.0,42,0
10.0.1.1-35700-10.0.2.3-80-6-1755694579535,10.0.1.1,35700,10.0.2.3,80,6,1755694579.5353744,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.045027732849121094,0.008594036102294922,0.022513866424560547,0.03643369674682617,0.013919830322265625,0.045027732849121094,0.008594036102294922,0.022513866424560547,0.03643369674682617,0.013919830322265625,0.0,0.0,0.0,0.0,0.0,0.045027732849121094,0.045027732849121094,0.045027732849121094,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,4930.294863920364,66.62560626919411,66.62560626919411,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.3.6-44616-10.0.2.4-8080-6-1755694579588,10.0.3.6,44616,10.0.2.4,8080,6,1755694579.588408,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.047361135482788086,0.02069377899169922,0.023680567741394043,0.026667356491088867,0.0029867887496948242,0.047361135482788086,0.02069377899169922,0.023680567741394043,0.026667356491088867,0.0029867887496948242,0.0,0.0,0.0,0.0,0.0,0.047361135482788086,0.047361135482788086,0.047361135482788086,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,4687.3876172305645,63.34307590852114,63.34307590852114,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.1.2-37407-10.0.3.5-5353-17-1755694579606,10.0.1.2,37407,10.0.3.5,5353,17,1755694579.6063364,126,0,3,0,144,0,48,48,48,0.0,0.0,0.0,0.0,0.0,48,48,48,0,0.0,0.03174090385437012,0.012700319290161133,0.01587045192718506,0.019040584564208984,0.0031701326370239258,0.03174090385437012,0.012700319290161133,0.01587045192718506,0.019040584564208984,0.0031701326370239258,0.0,0.0,0.0,0.0,0.0,0.03174090385437012,0.03174090385437012,0.03174090385437012,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,48,4536.732812042274,94.51526691754738,94.51526691754738,0.0,3,144,0,0,64,64,64,1,1,48,48.0,6,0
10.0.1.1-41305-10.0.3.5-5353-17-1755694579607,10.0.1.1,41305,10.0.3.5,5353,17,1755694579.607098,126,0,3,0,144,0,48,48,48,0.0,0.0,0.0,0.0,0.0,48,48,48,0,0.0,0.0317232608795166,0.012569189071655273,0.0158616304397583,0.019154071807861328,0.0032924413681030273,0.0317232608795166,0.012569189071655273,0.0158616304397583,0.019154071807861328,0.0032924413681030273,0.0,0.0,0.0,0.0,0.0,0.0317232608795166,0.0317232608795166,0.0317232608795166,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,48,4539.255927910594,94.56783183147073,94.56783183147073,0.0,3,144,0,0,64,64,64,1,1,48,48.0,6,0
10.0.1.2-45618-10.0.2.3-80-6-1755694579629,10.0.1.2,45618,10.0.2.3,80,6,1755694579.6292841,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.01876378059387207,0.005158424377441406,0.009381890296936035,0.013605356216430664,0.004223465919494629,0.01876378059387207,0.005158424377441406,0.009381890296936035,0.013605356216430664,0.004223465919494629,0.0,0.0,0.0,0.0,0.0,0.01876378059387207,0.01876378059387207,0.01876378059387207,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,11831.304405280745,159.88249196325333,159.88249196325333,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.2.4-45730-10.0.2.3-5001-6-1755694585446,10.0.2.4,45730,10.0.2.3,5001,6,1755694585.4464219,74,0,1,0,74,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,74000000.0,1000000.0,1000000.0,0.0,1,74,0,0,64,64,64,1,1,74,74.0,0,0
10.0.2.3-5001-10.0.2.4-45730-6-1755694585455,10.0.2.3,5001,10.0.2.4,45730,6,1755694585.4552603,54,0,1,0,54,0,54,54,54,0.0,0.0,0.0,0.0,0.0,54,54,54,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54,54000000.0,1000000.0,1000000.0,0.0,1,54,0,0,64,64,64,1,1,54,54.0,0,0
10.0.3.5-43022-10.0.2.3-80-6-1755694585483,10.0.3.5,43022,10.0.2.3,80,6,1755694585.4834595,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.007810831069946289,0.003893136978149414,0.0039054155349731445,0.003917694091796875,1.2278556823730469e-05,0.007810831069946289,0.003893136978149414,0.0039054155349731445,0.003917694091796875,1.2278556823730469e-05,0.0,0.0,0.0,0.0,0.0,0.007810831069946289,0.007810831069946289,0.007810831069946289,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,28422.071609535727,384.08204877750984,384.08204877750984,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.2.3-53-10.0.2.3-53-17-1755694674383,10.0.2.3,53,10.0.2.3,53,17,1755694674.3831391,16170,0,385,0,478170,0,1242,1242,1242,0.0,0.0,0.0,0.0,0.0,1242,1242,1242,0,0.0,131.78685784339905,0.00011539459228515625,0.34319494230051834,2.1256964206695557,0.7692161295905274,131.78685784339905,0.00011539459228515625,0.34319494230051834,2.1256964206695557,0.7692161295905274,0.0,0.0,0.0,0.0,0.0,0.005940437316894531,0.016284022480249405,0.6260881423950195,0.07683339331070024,1.0939979553222656,2.0753123873756048,2.1256964206695557,0.12527580957330173,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1242,0.0,7471.40625,6.015625,756.0862990903694,0.0,0.0,0.0,0,0,385,1242,3628.358759173122,2.9213838640685363,2.9213838640685363,0.0,6.015625,7471.40625,0,0,64,64,64,1,1,1242,1242.0,1200,0
10.0.2.3-53-10.0.2.3-80-17-1755694762847,10.0.2.3,53,10.0.2.3,80,17,1755694762.8477027,4536,0,108,0,26136,0,242,242,242,0.0,0.0,0.0,0.0,0.0,242,242,242,0,0.0,44.08983111381531,0.00011467933654785156,0.4120544963907973,2.1301560401916504,0.8302937483256911,44.08983111381531,0.00011467933654785156,0.4120544963907973,2.1301560401916504,0.8302937483256911,0.0,0.0,0.0,0.0,0.0,0.006011247634887695,0.006977514787153764,0.010789632797241211,0.0012520363742021686,2.050077438354492,2.0922059899284724,2.1301560401916504,0.019067705832391455,0,0,0,0,0,0,0,0,0,0,0,0,0.0,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,108,242,592.7897508278372,2.449544424908418,2.449544424908418,0.0,4.909090909090909,1188,0,0,64,64,64,1,1,242,242.0,200,0
10.0.3.6-53524-10.0.3.5-5353-17-1755694977230,10.0.3.6,53524,10.0.3.5,5353,17,1755694977.2309902,42,0,1,0,48,0,48,48,48,0.0,0.0,0.0,0.0,0.0,48,48,48,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,48,48000000.0,1000000.0,1000000.0,0.0,1,48,0,0,64,64,64,1,1,48,48.0,6,0
10.0.3.5-0-10.0.3.6-0-1-1755694977238,10.0.3.5,0,10.0.3.6,0,1,1755694977.2384763,34,0,1,0,76,0,76,76,76,0.0,0.0,0.0,0.0,0.0,76,76,76,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,76,76000000.0,1000000.0,1000000.0,0.0,1,76,0,0,64,64,64,1,1,76,76.0,42,0
10.0.1.2-56100-10.0.3.5-5353-17-1755694977287,10.0.1.2,56100,10.0.3.5,5353,17,1755694977.287766,126,0,3,0,144,0,48,48,48,0.0,0.0,0.0,0.0,0.0,48,48,48,0,0.0,0.024522066116333008,0.011416435241699219,0.012261033058166504,0.013105630874633789,0.0008445978164672852,0.024522066116333008,0.011416435241699219,0.012261033058166504,0.013105630874633789,0.0008445978164672852,0.0,0.0,0.0,0.0,0.0,0.024522066116333008,0.024522066116333008,0.024522066116333008,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,48,5872.262121668789,122.33879420143312,122.33879420143312,0.0,3,144,0,0,64,64,64,1,1,48,48.0,6,0
10.0.1.1-49781-10.0.3.5-5353-17-1755694977288,10.0.1.1,49781,10.0.3.5,5353,17,1755694977.288228,126,0,3,0,144,0,48,48,48,0.0,0.0,0.0,0.0,0.0,48,48,48,0,0.0,0.026402950286865234,0.01219797134399414,0.013201475143432617,0.014204978942871094,0.0010035037994384766,0.026402950286865234,0.01219797134399414,0.013201475143432617,0.014204978942871094,0.0010035037994384766,0.0,0.0,0.0,0.0,0.0,0.026402950286865234,0.026402950286865234,0.026402950286865234,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,48,5453.935959256651,113.62366581784688,113.62366581784688,0.0,3,144,0,0,64,64,64,1,1,48,48.0,6,0
10.0.1.1-54330-10.0.2.3-80-6-1755694977307,10.0.1.1,54330,10.0.2.3,80,6,1755694977.3078327,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.0305936336517334,0.011548042297363281,0.0152968168258667,0.019045591354370117,0.003748774528503418,0.0305936336517334,0.011548042297363281,0.0152968168258667,0.019045591354370117,0.003748774528503418,0.0,0.0,0.0,0.0,0.0,0.0305936336517334,0.0305936336517334,0.0305936336517334,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,7256.411661562201,98.05961704813784,98.05961704813784,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
10.0.1.2-50438-10.0.2.3-80-6-1755694977345,10.0.1.2,50438,10.0.2.3,80,6,1755694977.3458765,222,0,3,0,222,0,74,74,74,0.0,0.0,0.0,0.0,0.0,74,74,74,0,0.0,0.027556419372558594,0.00494074821472168,0.013778209686279297,0.022615671157836914,0.008837461471557617,0.027556419372558594,0.00494074821472168,0.013778209686279297,0.022615671157836914,0.008837461471557617,0.0,0.0,0.0,0.0,0.0,0.027556419372558594,0.027556419372558594,0.027556419372558594,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,8056.199065582281,108.86755494030109,108.86755494030109,0.0,3,222,0,0,64,64,64,1,1,74,74.0,0,0
